Entry	Mass	Gene names  (ordered locus )	Subunit structure [CC]
P77757	36,339	b2254 JW2248	
P23325	82,598	b4017 JW3977	
P76205	18,234	b4494 JW5278/JW1710	
P77581	43,665	b1748 JW1737	
P76215	35,800	b1744 JW1733	
P76217	53,026	b1746 JW5282	
P0AE37	38,456	b1747 JW1736	
P76216	49,299	b1745 JW1734	SUBUNIT: Homodimer. {ECO:0000269|PubMed:15703173}.
P46133	54,886	b1336 JW5822	
Q06065	52,176	b2220 JW2214	
P76458	23,526	b2221 JW2215	SUBUNIT: Heterodimer. {ECO:0000250}.
P76460	47,528	b2223 JW2217	
P77774	41,887	b2512 JW2496	SUBUNIT: Part of the Bam complex, which is composed of the outer membrane protein BamA, and four lipoproteins BamB, BamC, BamD and BamE. Monomer. Interacts directly with BamA. The Bam complex has the shape of a hat, with the BamA beta-barrel crown in the outer membrane and the periplasmic brim formed by the BamA POTRA domains and the 4 lipoproteins (PubMed:27686148, PubMed:26900875, PubMed:26901871). {ECO:0000269|PubMed:15851030, ECO:0000269|PubMed:16824102, ECO:0000269|PubMed:20378773, ECO:0000269|PubMed:21277859, ECO:0000269|PubMed:21586578, ECO:0000269|PubMed:21823654, ECO:0000269|PubMed:26900875, ECO:0000269|PubMed:26901871, ECO:0000269|PubMed:27686148}.
P39297	12,038	b4189 JW5743	
P20099	85,851	b3551 JW5940	
P76464	151,114	b4500 JW2221/JW2222	
P0AAY1	14,536	b0836 JW0820	
P11071	67,699	b4016 JW3976	
P31119	80,700	b2836 JW2804	
P28247	19,153		
P30847	51,991	b2078 JW2063	
P67662	34,516	b3243 JW3212	
P27297	30,868	b3570 JW5653	
C1P605	3,408	b4663 JW1891.1	
P0A6B4	39,153	b4053 JW4013	SUBUNIT: Homodimer. {ECO:0000269|PubMed:18434499}.
P33224	60,590	b4187 JW5867	SUBUNIT: Homotetramer. Dimer of dimers. {ECO:0000269|PubMed:16352838, ECO:0000269|PubMed:18829440}.
P31456	40,142	b3690 JW5631	
P0A955	22,284	b1850 JW1839	SUBUNIT: Homotrimer. {ECO:0000269|PubMed:11274385, ECO:0000269|PubMed:11342129, ECO:0000269|PubMed:16403639}.
P22333	36,397	b1623 JW1615	
P28629	84,425	b4117 JW5731	SUBUNIT: Homodecamer. The basic unit is a homodimer, organized into a ring of giving a pentamer of five homodimers. {ECO:0000269|PubMed:19298070}.
P62552	8,372	ECOK12F042	SUBUNIT: Homodimer in solution and when bound to DNA. Three CcdA homodimers bind to the promoter region and contact each other via Val-22. Forms a complex with toxin CcdB; there are both high- and low-affinity binding sites for CcdA such that both CcdA-CcdB(2) and CcdA(2)CcdB(2) complexes can form. The CcdA-CcdB(2) trimer is sufficient for rejuvenation, whereas maximal operon repression occurs with CcdA(2)CcdB(2). When the CcdA:CcdB ratio is lower than 1, a CcdA(2)-CcdB(4) complex is formed which is devoid of repression activity. In this case repression is alleviated and both proteins are produced. {ECO:0000269|PubMed:17007877, ECO:0000269|PubMed:19647513, ECO:0000269|PubMed:2615761, ECO:0000269|PubMed:2651399, ECO:0000269|PubMed:8604132}.
P77624	33,931	b0323 JW0315	
P40711	15,623	b0191 JW0187	SUBUNIT: Associated with 70S ribosomes and polysomes. {ECO:0000269|PubMed:22422986}.
P0AB85	38,549	b2214 JW5368	SUBUNIT: Homodimer. {ECO:0000269|PubMed:23447540}.
P18335	43,767	b3359 JW3322	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01107}.
P22106	62,659	b0674 JW0660	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10587437}.
P26459	57,920	b0978 JW0960	SUBUNIT: Heterodimer of subunits I and II. {ECO:0000305|PubMed:8626304}.
P0A9Q1	27,292	b4401 JW4364	
P11446	35,952	b3958 JW3930	
P37309	13,253	b3501 JW3468	SUBUNIT: Binds DNA as a homodimer. {ECO:0000250}.
P0A8S1	33,472	b2916 JW2883	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00513, ECO:0000269|PubMed:1733927}.
P0A951	21,887	b1584 JW1576	SUBUNIT: Homododecamer (PubMed:31205017). Ligand-free SpeG forms closed symmetric dodecamers in the crystal and open asymmetric dodecamers in solution (PubMed:31205017). In the absence of ligand, also exists in solution as hexamers and tetramers, but not dimers (PubMed:23908034, PubMed:8077207, PubMed:31205017). Can interact with the DNA-binding carboxyl domain of RcsB in the presence or absence of spermidine (PubMed:30562360). {ECO:0000269|PubMed:23908034, ECO:0000269|PubMed:30562360, ECO:0000269|PubMed:31205017, ECO:0000269|PubMed:8077207}.
P0AE28	24,917	b0390 JW0381	
P33931	23,053	b2201 JW5366	SUBUNIT: The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB). {ECO:0000255|HAMAP-Rule:MF_01707}.
P25549	60,718	b3801 JW3773	
P0ABQ0	43,438	b3639 JW5642	SUBUNIT: Homododecamer (PubMed:10922366, PubMed:11358972). The CoaC domain is responsible for dodecamer formation (PubMed:11358972). The CoaB domain forms homodimers (PubMed:12140293). {ECO:0000269|PubMed:10922366, ECO:0000269|PubMed:11358972, ECO:0000269|PubMed:12140293}.
P0AB98	30,303	b3738 JW3716	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.
P36649	56,556	b0123 JW0119	SUBUNIT: Monomer. {ECO:0000305}.
P0A9H5	21,999	b1270 JW1262	
P76127	7,987	b1481 JW5239	
P38036	100,545	b2761 JW2731	SUBUNIT: Interacts with the CasA subunit of Cascade once Cascade has recognized target DNA. {ECO:0000269|PubMed:22521689}.
P0AEA5	32,248	b0428 JW0418	
P20343	15,233		
P0A9Q9	40,018	b3433 JW3396	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11724560, ECO:0000269|PubMed:6102909}.
P77237	7,741	b1556 JW5255	
P76299	42,238	b1880 JW1869	
P11519	7,894	ECOK12F065	
P0A6S0	24,615	b1079 JW5153	SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of four rings (L,P,S, and M) mounted on a central rod. {ECO:0000250}.
P37147	17,692	b4140 JW4100	
P29131	35,793	b3933 JW3904	SUBUNIT: Interacts with FtsA via its N-terminal cytoplasmic domain (PubMed:22328664, PubMed:24750258, PubMed:25496160, PubMed:25496259). Interacts with ZapA, FtsQ, FtsW and FtsI (PubMed:17185541, PubMed:20497333). {ECO:0000269|PubMed:17185541, ECO:0000269|PubMed:20497333, ECO:0000269|PubMed:22328664, ECO:0000269|PubMed:24750258, ECO:0000269|PubMed:25496160, ECO:0000269|PubMed:25496259}.
P0AEP3	32,942	b1236 JW1224	SUBUNIT: Homotetramer or homopentamer. {ECO:0000269|PubMed:8169209}.
P45541	31,169	b4474 JW5699	SUBUNIT: Homooctamer. {ECO:0000269|PubMed:14641112}.
P0ABG4	45,987	b0089 JW0087	SUBUNIT: Forms a complex with FtsI. Interacts also with FtsL, FtsQ and FtsN. {ECO:0000269|PubMed:15774864, ECO:0000269|PubMed:17185541, ECO:0000269|PubMed:20497333, ECO:0000269|PubMed:20847002}.
P0A9R7	24,439	b3463 JW3428	SUBUNIT: Homodimer (PubMed:10048040). Forms a membrane-associated complex with FtsX (PubMed:10048040). Interacts with FtsZ, independently of FtsX, FtsA or ZipA (PubMed:17307852). {ECO:0000269|PubMed:10048040, ECO:0000269|PubMed:17307852}.
P0A9A2	18,894	b1902 JW1890	
P0AC47	27,123	b4153 JW4114	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000269|PubMed:10373108, ECO:0000269|PubMed:11850430}.
P0A8Q0	15,015	b4152 JW4113	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708, ECO:0000269|PubMed:10373108, ECO:0000269|PubMed:11850430}.
P0A8Q3	13,107	b4151 JW4112	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709, ECO:0000269|PubMed:10373108, ECO:0000269|PubMed:11850430}.
P37305	5,998	b4455 JW3526	
P77733	30,565	b2492 JW2477	
P28632	15,174	b4372 JW4334	SUBUNIT: The DNA polymerase III holoenzyme complex contains at least 10 different subunits organized into 3 functionally essential subassemblies: the Pol III core, the beta sliding clamp processivity factor and the clamp-loading complex. The Pol III core (subunits alpha, epsilon and theta) contains the polymerase and the 3'-5' exonuclease proofreading activities (PubMed:2040637). The polymerase is tethered to the template via the dimeric beta sliding clamp processivity factor. The clamp-loading complex (also called gamma complex) assembles the beta sliding clamp onto the primed template and plays a central role in the organization and communication at the replication fork. The clamp-loading complex contains delta, delta', psi and chi, and 3 copies of either or both of two different DnaX proteins, gamma and tau. The DNA replisome complex has a single clamp loader (3 tau and 1 each of delta, delta', psi and chi subunits) which binds 3 Pol III cores (1 core on the leading strand and 2 on the lagging strand) each with a beta sliding clamp dimer. Additional proteins in the replisome are other copies of gamma, psi and chi, Ssb, DNA helicase and RNA primase (PubMed:20413500, PubMed:22157955). The clamp loader hydrolyzes ATP to assemble the beta processivity factor onto the primed template (PubMed:2040637) and plays a central role in the organization and communication at the replication fork. {ECO:0000269|PubMed:2040637, ECO:0000269|PubMed:20413500, ECO:0000269|PubMed:22157955}.
P0DPC6	3,016	b4722	
P39346	37,147	b4267 JW4224	
P39208	21,004	b4268 JW4225	
P0A9P9	27,563	b4266 JW4223	
P39343	37,567	b4264 JW4221	
P08142	60,441	b3671 JW3646	SUBUNIT: Dimer of large and small chains.
P39344	46,041	b4265 JW4222	
P0A6X7	11,354	b1712 JW1702	SUBUNIT: Heterodimer of an alpha and a beta chain. Part of the relaxosome, a complex composed of plasmid-encoded TraI, TraM, TraY and host-encoded IHF bound to the F plasmid origin of transfer (oriT). {ECO:0000269|PubMed:17238924, ECO:0000269|PubMed:7499340}.
P0C054	15,774	b3687 JW3664	SUBUNIT: Monomer. Forms homomultimers of about 100-150 subunits at optimal growth temperatures. Conformation changes to monomers at high temperatures or high ionic concentrations. {ECO:0000269|PubMed:12071954}.
P0A707	20,564	b1718 JW5829	SUBUNIT: Monomer. Component of the 30S ribosomal translation pre-initiation complex which assembles on the 30S ribosome in the order IF-2 and IF-3, IF-1 and N-formylmethionyl-tRNA(fMet); mRNA recruitment can occur at any time during PIC assembly. {ECO:0000269|PubMed:22562136}.
P0C058	16,093	b3686 JW3663	SUBUNIT: Homodimer. Forms homomultimers of about 100-150 subunits at optimal growth temperatures. Conformation changes to oligomers at high temperatures or high ionic concentrations. The decrease in size of the multimers is accompanied by an increase in chaperone activity. {ECO:0000269|PubMed:10187768, ECO:0000269|PubMed:12071954, ECO:0000269|PubMed:15769476}.
C1P607	2,232	b4667 JW2058.1	
C1P608	2,064	b4668 JW2058.2	
C1P615	2,209	b4665 JW2879.1	
C1P616	2,151	b4664 JW3023.1	
C1P617	2,207	b4666 JW3023.2	
P0A705	97,350	b3168 JW3137	SUBUNIT: Component of the 30S ribosomal translation pre-initiation complex which assembles on the 30S ribosome in the order IF-2 and IF-3, IF-1 and N-formylmethionyl-tRNA(fMet); mRNA recruitment can occur at any time during PIC assembly. {ECO:0000269|PubMed:20224578, ECO:0000269|PubMed:21750663, ECO:0000269|PubMed:22562136}.
P0A6Y1	10,651	b0912 JW0895	SUBUNIT: Heterodimer of an alpha and a beta chain. Part of the relaxosome, a complex composed of plasmid-encoded TraI, TraM, TraY and host-encoded IHF bound to the F plasmid origin of transfer (oriT). {ECO:0000269|PubMed:17238924, ECO:0000269|PubMed:7499340}.
P69222	8,250	b0884 JW0867	SUBUNIT: Component of the 30S ribosomal translation pre-initiation complex which assembles on the 30S ribosome in the order IF-2 and IF-3, IF-1 and N-formylmethionyl-tRNA(fMet); mRNA recruitment can occur at any time during PIC assembly. {ECO:0000255|HAMAP-Rule:MF_00075, ECO:0000269|PubMed:21750663, ECO:0000269|PubMed:22562136}.
P16528	29,739	b4018 JW3978	SUBUNIT: Homotetramer and homodimer. Homotetramer in its active, DNA-bound form. Homodimer in its inactive form. {ECO:0000269|PubMed:17426033}.
P45800	79,490	b3398 JW3361	
P23481	22,154	b2481 JW2466	
P23482	72,583	b2482 JW2467	
P77858	34,359	b2483 JW2468	
P77416	51,755	b2484 JW2469	
P71229	75,305	b2491 JW2476	
P0ABJ3	22,623	b0430 JW0420	SUBUNIT: Heterooctamer of two A chains, two B chains, two C chains and two D chains. {ECO:0000269|PubMed:11017202, ECO:0000269|PubMed:6308657}.
P0A6P7	23,561	b3865 JW5930	
P07862	32,840	b0092 JW0090	SUBUNIT: Monomer.
P0AA76	47,077	b3691 JW5859	
P06971	82,182	b0150 JW0146	SUBUNIT: Monomer (PubMed:8916906, PubMed:9856937, PubMed:9865695). Interacts with TonB (PubMed:9353297, PubMed:12427941, PubMed:18653801). {ECO:0000269|PubMed:12427941, ECO:0000269|PubMed:18653801, ECO:0000269|PubMed:8916906, ECO:0000269|PubMed:9353297, ECO:0000269|PubMed:9856937, ECO:0000269|PubMed:9865695}.
P13036	85,322	b4291 JW4251	
P75942	34,475	b1081 JW1068	
P37902	33,420	b0655 JW5092	SUBUNIT: The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI). {ECO:0000305|PubMed:9593292}.
P60595	21,653	b2023 JW2005	SUBUNIT: Heterodimer of HisH and HisF. {ECO:0000269|PubMed:8494895}.
P23871	35,884	b0475 JW0464	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00323}.
P0ABR5	51,109	b2538 JW2522	SUBUNIT: This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).
Q47140	20,579	b2539 JW2523	SUBUNIT: This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).
P15038	77,976	b0962 JW0945	
P75824	35,740	b0872 JW5117	
P43329	149,028	b1413 JW5905	
P24232	43,868	b2552 JW2536	SUBUNIT: Monomer.
P39377	41,084	b4328 JW4291	
P0AAM3	9,732	b2728 JW2698	SUBUNIT: Homodimer (PubMed:9485446). Interacts with HypD (PubMed:12441107, PubMed:15504408, PubMed:23022438). Also forms a complex with HypD and HypE (PubMed:15504408). Interacts with the precursor form of HycE (pre-HycE), the large subunit of hydrogenase 3 (PubMed:9485446, PubMed:10783387, PubMed:12441107). {ECO:0000269|PubMed:10783387, ECO:0000269|PubMed:12441107, ECO:0000269|PubMed:15504408, ECO:0000269|PubMed:23022438, ECO:0000269|PubMed:9485446}.
P33129	95,499	b0139 JW0135	
P45424	17,038	b3221 JW3190	
P0A8W0	29,524	b3226 JW3195	SUBUNIT: Homodimer (PubMed:12897000, PubMed:23935044). Might also form higher-order oligomers (PubMed:23935044). {ECO:0000269|PubMed:12897000, ECO:0000269|PubMed:23935044}.
P23367	67,924	b4170 JW4128	
P39370	36,878	b4309 JW4272	
P41036	53,551	b3224 JW3193	
P0A6L4	32,593	b3225 JW3194	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:8081752}.
P69856	27,888	b4311 JW5778	SUBUNIT: Monomer. {ECO:0000269|PubMed:19796645}.
P42615	14,172	b3096 JW3067	SUBUNIT: Interacts with EnvZ. {ECO:0000255|HAMAP-Rule:MF_00904, ECO:0000269|PubMed:19432797, ECO:0000269|PubMed:20889743, ECO:0000269|PubMed:29953503}.
P0A761	24,074	b3223 JW3192	
P09152	140,489	b1224 JW1215	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane. Interacts with the NarJ chaperone. {ECO:0000269|PubMed:16286471, ECO:0000269|PubMed:16540088, ECO:0000269|PubMed:20236317, ECO:0000269|PubMed:9632249}.
P11349	58,066	b1225 JW1216	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane. {ECO:0000269|PubMed:12910261}.
P0A759	29,774	b0678 JW0664	SUBUNIT: Homohexamer; trimer of disulfide-linked dimers. {ECO:0000269|PubMed:8240271}.
P11350	25,497	b1227 JW1218	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane. {ECO:0000269|PubMed:12910261}.
P0AF26	26,449	b1226 JW1217	SUBUNIT: Binds specifically to the NarG subunit of the apoenzyme complex at two distinct sites, one interfering with membrane anchoring and another being involved in molybdenum insertion. {ECO:0000269|PubMed:16286471, ECO:0000269|PubMed:9305880, ECO:0000269|PubMed:9632249}.
P10903	49,693	b1223 JW1214	
P0AF28	23,927	b1221 JW1212	
P31802	23,575	b2193 JW2181	
P27896	63,697	b2469 JW2453	
P37758	49,890	b1469 JW1464	
P0AF32	26,018	b1465 JW1460	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.
P19317	26,161	b1466 JW1461	
P0AFA2	67,084	b1222 JW1213	
P19318	58,558	b1467 JW1462	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.
P19319	140,227	b1468 JW1463	SUBUNIT: Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.
P27278	47,346	b4390 JW5800	SUBUNIT: Homotetramer. {ECO:0000250}.
P0AF20	44,541	b0676 JW0662	
P0AF24	27,163	b0675 JW0661	SUBUNIT: Monomer. {ECO:0000269|PubMed:16430214}.
P75959	33,043	b1119 JW1105	
P0AF18	40,949	b0677 JW0663	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16630633, ECO:0000269|PubMed:17567047, ECO:0000269|PubMed:17567048, ECO:0000269|PubMed:9143339}.
P63020	20,998	b3414 JW3377	SUBUNIT: Homodimer. {ECO:0000269|PubMed:18339628}.
P76007	62,285	b1191 JW5184	
P0A9G2	34,284	b0020 JW0019	
P31806	54,650	b4167 JW4125	
P0AEB2	44,444	b0632 JW0627	
P0AEF0	27,935	b4361 JW4325	
P76014	22,632	b1199 JW5186	SUBUNIT: Homodimer (PubMed:16647083, PubMed:21209328, PubMed:24440518). The dihydroxyacetone kinase complex is composed of a homodimer of DhaM, a homodimer of DhaK and the subunit DhaL (PubMed:16647083, PubMed:21209328). DhaL also forms a complex with DhaR (PubMed:24440518). {ECO:0000269|PubMed:16647083, ECO:0000269|PubMed:21209328, ECO:0000269|PubMed:24440518}.
P0ACP5	36,422	b3438 JW5946	
P13033	45,357	b2242 JW2236	SUBUNIT: Composed of a catalytic GlpA/B dimer and of membrane bound GlpC.
P0AC55	12,259	b0450 JW0440	SUBUNIT: Homotrimer (PubMed:10760266, PubMed:9733647, PubMed:17220269). In response to elevation of the extracellular ammonium concentration, interacts and forms a complex with AmtB (PubMed:11847102, PubMed:14668330, PubMed:17220269, PubMed:17190799, PubMed:16864585, PubMed:20639578). Binds to the cytoplasmic face of AmtB with a stoichiometry of AmtB(3):GlnK(3) (PubMed:17220269, PubMed:17190799). Sequestration by AmtB is reversible (PubMed:14668330). In nitrogen-poor medium, can form heterotrimers with GlnB (PII protein) (PubMed:10760266). {ECO:0000269|PubMed:10760266, ECO:0000269|PubMed:11847102, ECO:0000269|PubMed:14668330, ECO:0000269|PubMed:16864585, ECO:0000269|PubMed:17190799, ECO:0000269|PubMed:17220269, ECO:0000269|PubMed:20639578, ECO:0000269|PubMed:9733647}.
P0C0L9	7,732	b2524 JW2508	SUBUNIT: Monomer. {ECO:0000269|PubMed:15937904}.
P0CF56	34,398	b2860 JW2826	
P0CF58	34,398	b4273 JW4230	
P0CF60	24,724	b1578 JW1570	
P19769	33,477	b3558 JW3528	
P36678	17,234	b3334 JW5704	SUBUNIT: Type II secretion system is composed of four main components: the outer membrane complex, the inner membrane complex, the cytoplasmic secretion ATPase and the periplasm-spanning pseudopilus (By similarity). Forms homodimers (By similarity). Interacts with GspL. Interacts with GspE and GspF (By similarity). {ECO:0000250|UniProtKB:P25061, ECO:0000250|UniProtKB:P41851, ECO:0000250|UniProtKB:Q00514}.
P17115	34,031	b2708 JW5431	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16199563}.
Q47718	22,265	b4285	
P75796	69,114	b0829 JW5897	SUBUNIT: The complex is composed of two ATP-binding proteins (GsiA), two transmembrane proteins (GsiC and GsiD) and a solute-binding protein (GsiB). {ECO:0000305|PubMed:16109926}.
P64578	12,103	b3083 JW3054	SUBUNIT: Probably forms a complex with the antitoxin HigA which inhibits the mRNA interferase activity. {ECO:0000305|PubMed:19943910}.
P67701	14,995	b3082 JW3053	SUBUNIT: Probably forms a complex with the mRNA interferase HigB which inhibits the mRNA interferase activity. {ECO:0000305}.
P77650	43,978	b2542 JW2526	SUBUNIT: This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).
P76341	15,460	b1970 JW1953	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:12542701, ECO:0000269|PubMed:16723258}.
P0A6H5	49,594	b3931 JW3902	SUBUNIT: A double ring-shaped homohexamer of HslV is capped on each side by a ring-shaped HslU homohexamer. The assembly of the HslU/HslV complex is dependent on binding of ATP. {ECO:0000269|PubMed:11709174, ECO:0000269|PubMed:15983416}.
P0AAN3	31,565	b2727 JW2697	SUBUNIT: Monomer (PubMed:21544686). Can form homodimers, but dimerization does not have a critical role in the hydrogenase maturation pathway (PubMed:21544686). Forms complexes with HypA and SlyD (PubMed:15995183, PubMed:15569666, PubMed:23899293). {ECO:0000269|PubMed:15569666, ECO:0000269|PubMed:15995183, ECO:0000269|PubMed:21544686, ECO:0000269|PubMed:23899293}.
